6020	404
6030	577
608	1362
61	1403
6100	330
6111	609
6131	631
62	567
620	841
6230	484
6230i	343
6233	372
6268	376
6270	965
628	436
6280	558
63	616
630	794
638	366
64	773
65	1103
650	855
654123	713
654123.com	433
66	2025
66.com	408
660	369
6600	1013
6621	1727
6621.com	1066
6630	501
666	1919
666.com	406
666777	312
6670	537
668	681
6680	466
6681	858
67	1158
67.com	436
6708	492
68	980
680	2922
680g	331
680i	1384
686	319
688	483
6l	418
6mm	1505
6mm.com	874
6s	452
6vb.org	398
7.0	7084
7.1	835
7.4	383
7.5	1882
70	6105
700	1843
7000	310
701	333
707	304
708	607
70s	400
71	1273
710	405
717	313
718	340
72	2515
720	479
7260	490
728	507
73	1635
730	430
731	319
7360	518
7370	388
74	697
75	963
750	1643
76	442
760	517
7600	379
7610	1712
768	714
77	55784
77.	431
77.biz	698
77.com	4799
770	696
7710	322
773	628
7744	590
777	12051
777.com	538
777.info	837
777.us	644
7788	458
779779	540
779779.com	359
78	1131
780	1354
789	449
79	1106
790	419
7en	914
7k	1457
7k.com	1120
7k7k	1439
7k7k.com	1119
7se	946
7se.com	515
7sese	735
7t	333
7t.com	571
7t7t.com	561
8.0	5571
8.1	409
8.cn	481
8.com	3512
80	4428
800	3937
8000	710
802	332
808	1009
8080	365
81	1773
810	819
818	949
82	773
820	561
828	2025
83	885
830	736
838	663
84	575
845	470
848	483
85	1660
850	618
858	342
86	2704
861	335
863	342
863863	1713
863863.com	555
865	506
868	335
8686886	983
87	655
88	7225
88.cn	385
88.com	1773
880	465
8800	634
8812345	978
888	2437
888.com	566
8888	526
89	766
89.com	501
8ct	312
8k	662
8k8.com	317
9.0	4781
9.0c	1099
9.com	486
90	2853
900	2884
9000	1174
9001	505
903	635
904	342
9070	557
908	1064
91	3263
910	434
911	1534
91f	310
92	2258
920	893
920mm.com	463
925	317
928	326
93	1810
930	588
94	1128
94007	392
945	327
95	2680
950	337
9500	378
95588	331
95599	831
95599.cn	375
96	2184
960	357
97	6705
98	17234
987	405
98bb	10280
98bb.cc	301
98bb.com	392
99	13287
99.com	1083
990	523
998	941
999	4042
999.com	532
9991	2426
9991.com	969
9999	710
999se	585
99bb.com	464
9ku	338
9you	730
9you.com	1071
a1	377
a1000	399
a1200	1026
a3	550
a4	752
a4u	1099
a4y	1319
a5	568
a516	583
a5e	1064
a6	973
a6l	351
a700	337
a780	1072
a8	446
aa	926
aaa	341
aaaa	309
aaron	408
ab	770
abb	417
abbs	676
abc	2454
about	788
abs	476
ac	2965
ac97	682
acca	344
access	1066
acd	539
acdsee	3010
acdsee8	445
acer	588
acrobat	1868
act	674
action	558
activex	308
ad	1037
adidas	1046
adobe	5454
adsl	1979
adware	385
ae	744
aebn	861
af	417
after	615
again	627
agent	595
ah	534
ai	1533
ai67	350
air	1059
aiwomen	2087
ak	860
ak47	363
al	543
album	367
alibaba	700
alice	347
alizee	691
all	2597
alone	390
always	395
am	1066
amd	870
american	465
amr	510
amv	9956
andy	377
angel	1018
animal	466
animator	312
anna	381
anti	448
antivirus	537
any	319
ap	328
apache	342
ape	752
api	348
apple	446
ar	408
arp	334
art	681
article	454
asf	2261
asia	836
asian	8348
asian-hot	942
asian4you	2131
asians	1279
asp	9000
aspx	808
ass	1507
astm	301
ati	437
atx	336
au	870
audio	929
audition	421
authorware	371
auto	1998
autocad	4886
av	17779
avi	6243
avl	667
avril	927
avvcd	1659
avxiu	640
away	1065
b2b	313
b6	833
ba	549
babe	550
babes	1583
baby	1925
back	640
backdoor	588
bad	916
bai	1164
baidu	44614
bang	321
bangbros	386
bank	478
bao	360
bar	408
basic	454
bb	16816
bb60	474
bbc	922
bbn	562
bbs	17154
bbsky	461
bbw	647
bdsm	2567
beat	376
beautiful	759
beauty	355
bec	411
because	483
beijing	748
believe	778
benq	380
best	1071
bet	559
bet007	427
beta	1202
beta2	452
better	380
beyond	2820
bi	1708
big	4620
bin	879
bios	1314
bit	537
bitcomet	1245
biz	1759
bj	940
bjeea	1018
bl	3558
black	1380
blank	418
bleach	644
blog	25498
blogcn	520
blood	486
blue	1222
bmp	331
bmw	569
bnb	1653
bnb88	1408
boa	969
board	374
boardid	1252
bobo	500
bobvod	1224
body	1068
bokee	425
bon	356
bondage	648
boobs	1227
book	2915
boss	832
box	387
boy	5012
boys	1408
boysfood	562
boysky	524
bp	383
break	366
brown	313
bt	68543
btbbt	433
btchina	476
btv	502
bug	459
build	1534
bukkake	323
business	27838
buy	335
bye	841
b超	1542
ca	1473
cad	7284
cad2004	784
cad2006	460
caj	352
call	915
cam	391
camera	347
camfrog	502
can	1586
canon	1332
caobi	380
car	405
card	619
carey	363
carter	385
cartoon	600
casio	578
cat	604
catia	325
caxa	799
cb	535
cba	541
cc	4330
ccb	389
ccc	778
ccd	399
cctv	20663
cctv-5	1022
cctv1	556
cctv10	481
cctv2	492
cctv3	519
cctv5	3523
cctv6	318
cctv7	609
cctv8	401
cd	6537
cdkey	312
cdma	3513
ce	519
cect	6161
center	330
ceo	409
cersp	328
cet	1261
cf	487
cg	956
cgi	1026
cgi-bin	531
ch	509
cha	374
chanel	440
channel	6566
chat	1592
china	5872
chinaacc	348
chinaren	6603
chinese	1260
chkdsk	405
chm	423
christmas	339
chsi	358
chunai	505
ci	371
cisco	339
city	589
civic	303
cj	622
ck	686
cl	384
class	445
classic	412
client	337
close	474
club	19389
cm	1065
cmfu	906
cmos	375
cn	129099
cnc	742
cnki	375
co	2629
cock	2379
cocks	360
cococ	517
code	538
color	620
com	577213
come	1265
comic	464
company	318
compaq	329
con	3158
control	328
converter	2103
cool	1624
cooledit	310
coredraw	605
corel	371
coreldraw	2591
coreldraw9	533
cos	707
cosplay	814
coverage	663
cp	995
cpa	372
cpu	2160
cq	494
cr	962
crazy	535
creamlemon	323
crv	342
cry	655
cs	20841
cs1	7404
cs2	864
ct	1416
ctrip	348
cu	486
culb	303
cum	373
cumshot	313
cunt	478
cup	329
cuteftp	309
cx	522
cy	303
cz	401
d200	325
d508	680
d528	747
d608	809
d7se	1437
d80	338
d808	396
d828	986
d848	316
d900	374
d908	363
da	1549
daemon	605
daily	381
dance	1836
dancing	445
dangdang	340
danielle	1499
daqi	454
dat	494
data	552
david	344
day	1970
days	591
db	841
dc	1110
dcr	512
dd	1122
ddr	423
de	1441
death	313
default	449
dell	2844
delphi	1188
demo	364
dennis	347
design	366
destiny	576
df	310
dg	311
dhc	1025
dhl	733
di	496
dianying	1017
digital	543
din	579
dior	575
direct	878
directx	2646
directx9	853
disco	864
discuz	827
disk	396
dispbbs	738
divx	636
diy	5126
dizon	1250
dj	28733
dj97	444
dj99	443
djkk	393
dl	1139
dll	3747
dm	789
dmax	1330
dna	467
dns	359
do	1536
doc	873
documents	532
dodolook	1274
dog	1113
domain	545
don	2080
donna	353
dont	343
dopod	1040
dos	1973
down	2364
download	3382
downloader	628
dr	585
drama	303
draw	301
dream	1386
dreams	343
drive	430
driver	549
ds	2387
dsc	699
dsmax	426
dsp	336
dt	421
du	1610
dudu	549
dv	5668
dvbbs	315
dvd	11143
dx	1018
dy	36130
dyy	339
dz	583
dz5188	393
dzze	318
e-mail	493
e1000	411
e2	1000
e21	604
e3	331
e398	1271
e680	537
e680i	1240
e770	355
e908	547
earth	5567
easy	701
ebay	791
ebook	538
ec	373
eclipse	325
ecogd	1529
ed	575
edit	1049
edition	604
edu	12622
ee	569
ef	757
effects	365
em	333
email	703
emba	348
eminem	537
ems	1167
emule	1201
en	1935
end	406
enet	385
engineer	439
english	2343
ent	1376
enter	347
eos	383
ep	525
epson	1882
eq	339
eric	475
ericsson	306
erotic	429
erp	1051
error	906
es	884
et	1402
etang	763
eva	885
eve	350
every	555
everything	315
ewido	838
ex	802
excel	3990
excel2003	334
exe	9210
explorer	1893
express	937
eye	565
eyes	593
eyou	859
ez	330
f1	2181
f3	600
f4	6401
face	1170
falsh	443
far	393
fat	882
fate	908
fc	1730
feat	586
feel	776
feet	559
femdom	1055
femjoy	320
fetch	352
fetish	728
ff	640
fi	410
fiash	342
fid	668
fifa	2652
fifa2005	434
fifa2006	803
file	946
files	1136
filetype	392
film	1564
final	475
fir	354
firefox	484
first	880
fisting	648
fj	691
flash	61670
flash8	349
flashget	501
fly	1308
flypaper	530
fm	2023
fmx	347
focus	2539
food	376
foot	1062
footjob	724
forever	937
forum	1198
foxmail	504
foxpro	1157
foxy	410
fr	367
free	22815
friend	417
friends	535
from	785
frontpage	1013
fs	381
fsvod	431
ft	413
ftp	2731
ftv	397
fucking	2536
full	489
fx	1144
g-taste	312
ga	522
galleries	385
gallery	487
game	3389
games	1067
gao	665
garden	408
gay	24150
gb	8455
gba	7786
gct	566
gd	817
gdp	1981
ge	747
geforce	431
get	1309
gg	628
gggxxx	466
ghost	3322
ghostxp	474
gif	2850
girl	27847
girls	9368
give	425
gl	964
gm	657
gmail	861
gmcc	498
gmp	372
go	2800
god	1675
gogo	321
gold	515
goldwave	328
gone	357
gonna	303
good	1750
goodbye	1438
googel	373
google	21853
goole	1565
gooooal	321
got	391
gov	11544
gp	17092
gpp	370
gprs	509
gps	3481
gr	382
graham	1457
granny	526
gre	6523
green	403
gril	452
groove	834
group	874
groups	958
gs	862
gt	1417
gta	504
gucci	502
gw	516
gx	1121
gxeea	577
gz	732
gzpi	546
h-game	445
h1	672
ha	930
haha	326
hairy	728
hand	430
hao	21654
hao123	18004
hao123com	305
hao356	675
haoliao	327
haoting	646
happy	1331
happysky	818
hard	358
harry	480
have	514
hb	458
hc	1008
hcg	536
hd	537
hdtv	317
he	461
head	337
health	350
heao	898
heart	1996
heaven	501
hebe	1279
hello	1225
hellokitty	327
help	1201
hentai	1689
her	594
here	691
hero	717
hey	624
hgame	1243
hh	1009
hh100	506
hi	1054
high	1122
hilton	316
hime	381
hip	1087
hips	390
hiv	600
hk	2882
hklion	322
hl	806
hn	301
hneao	602
hneeb	730
hnnn	751
hnzy	490
home	2705
honda	346
honey	441
hong	529
hop	943
horse	640
host	370
hot	6960
hotel	717
hotmail	5798
house	1081
how	886
hp	4665
hpv	421
hq	341
hr	871
hrv	542
hs	621
ht	720
htm	8614
html	7605
http	114338
hu	305
huang	1883
huangse	1246
hy	358
iask	459
ibm	4072
ic	1845
icbc	790
icoke	486
icq	513
id	3461
ie	9760
ie6	1553
ie7	872
iec	330
iexplore	692
ih	1431
ii	2920
iii	851
iis	399
im	7497
image	859
images	978
imagetemp	435
img	9052
inc	596
index	5933
inds	827
info	2482
inhe	417
intel	1195
internet	1960
inurl	3431
ip	6838
ipod	1644
iq	1593
isapi	346
iso	3392
iso9000	485
iso9001	406
it168	371
iv	402
ixus	532
jack	490
jackson	908
james	453
japan	6772
japanese	5872
japanx	528
jar	745
java	3836
javascript	731
jay	1830
jb	663
jbl	484
jbuilder	331
jc	429
jeep	482
jenna	314
jgj	345
jh	5149
jin	541
jinianwo	627
jj	12350
jjwxc	1282
jl	309
job	4595
john	529
jolin	582
jp	2634
jp18	857
jpg	5404
jrj	569
js	1695
jsmcc	359
jsp	1563
jun	374
junior	2402
junjin	525
just	795
jvc	1193
jx	775
jxgzb	485
k3	311
k7k	2693
k8	660
k8k8	438
ka	518
kan	1272
kan51	327
kanvcd	476
kaspersky	640
kat	574
kb	4762
kbs	321
kc	503
kelly	413
keroro	809
key	3733
key_word	323
keyword	383
kfc	1799
kg	1002
kg90	355
kids	350
king	569
kiss	4149
kiss88	306
kiss911	323
kitty	1468
kj	367
kk	2067
kksky	1308
kl	332
km	338
kmplayer	341
know	849
ko	310
kof	1513
kof97	331
kong	498
korea	365
korean	343
ks	545
kt	456
ktv	3094
ktzone	448
ku	1424
kugo	488
kugoo	3110
kugoo3	395
kugou	1039
kv	2125
kv2006	645
kx	478
l6	828
l7	2091
la	2326
lady	591
land	332
language	322
last	652
lavigne	374
lc	684
lcd	890
ld	350
le	798
leah	1298
led	2571
lee	631
left	303
leg	325
lenovo	415
les	1096
lesbian	549
let	1091
level	346
levi	341
levis	313
lf	924
lf2	642
lg	4166
li	541
lian	529
liao	627
lib	303
lie	529
life	2272
light	306
lightscape	370
like	943
lin	302
line	456
link	22357
linkin	396
linux	1771
list	1035
little	1497
liu	358
liuhecai	887
live	3285
ll	639
lm	1064
ln	351
lnk	407
lob	527
login	329
logo	1191
lolita	567
lonely	1001
long	819
look	409
lost	379
lottery	357
lotus	325
love	12445
love21cn	391
loveless	359
lover	435
loving	539
lrc	2761
ls	834
lt	439
ltd	1436
luanlun	1497
luoti	429
lv	1019
lw	337
lx	354
lzk	396
m18	404
m6mm	2422
ma	510
mac	1022
machine	407
macromedia	1412
made	591
maggie	450
magic	1025
mail	4265
main	415
make	1771
makelove	422
maker	417
mame	363
man	4563
manager	459
maomm	434
map	1104
mapgis	313
maps	301
mariah	376
mark	384
master	313
matlab	497
mature	3525
matures	301
max	3028
maxman	313
maxthon	439
may	339
maya	936
mb	951
mba	1909
mc	1019
md	1020
me	7291
media	4991
meimei	650
meimeicn	489
meinv	864
melody	424
memory	387
men	1265
menu	573
message	574
messenger	895
met	396
mf	1939
mf51	1349
mg	529
mi	429
michael	1143
microsoft	4667
mid	1177
midi	1142
mihiro	328
mimi	999
mimiai	1154
mimisis	429
mina	526
mini	1150
mir	526
miss	528
mix	878
mjp	1102
ml	1674
mm	27848
mm8	360
mmc	304
mmf	1541
mmfan	505
mmm	656
mmm100	301
mmmm	890
mms	1017
mmxxdd	1331
mn	361
mo	400
mobile	716
mode	305
model	608
mofile	497
moive	365
mom	1568
money	313
monitor	404
monternet	1019
moodyz	392
moon	662
mop	1627
more	944
morok	1248
moto	2963
motoe	344
motorola	1451
mov	968
move	380
movie	10464
movies	11959
movietemp	1290
mp	148145
mp3	105283
mp3dj	317
mp4	39201
mpa	340
mpeg	2197
mpeg4	867
mpg	798
mpt	327
mpv	392
mpx	372
mr	1077
ms	2125
ms06-040	478
msi	359
msn	17210
msn7	1240
msn8	611
mt	1098
mtv	62270
mu	720
music	3705
muwen	490
mv	29282
mx	2487
mxd	709
my	17129
mygirl	319
myie	450
mysee	614
myshow	536
mysql	721
n3	505
n70	2246
n72	1255
n73	1130
n80	441
n83	373
n91	514
n93	677
naked	2096
name	1090
nana	1846
naruto	422
narutoxxx	440
nba	16153
nba2004	378
nba2005	449
nba2006	1576
nc	321
nds	1306
ne	541
nec	2171
need	377
nero	2240
net	53044
never	1852
new	1672
news	2607
nf	304
ng	433
nice	832
nice123	517
night	1944
nike	2255
nikon	605
nl	413
nm	1070
nn	333
nnn	905
nnn888	746
nod	329
nokia	8740
nokia3230	303
norton	934
novelid	603
now	660
np	313
nrg	400
nt	490
ntfs	342
nude	5555
nudes	472
nv	691
nvidia	439
nx	767
nylon	492
o2	421
oa	780
ocr	375
oem	808
office	11242
office2000	1219
office2003	2687
oh	673
oicq	451
ok	5131
oko	306
ol	1556
old	3509
older	569
once	530
one	4091
onebook	606
online	2691
onlinedown	322
only	3490
op	882
open	401
opera	527
oppo	528
oracle	1261
org	9085
original	419
os	319
ost	616
our	721
out	655
outlook	1124
ova	682
over	621
p2p	1919
p4	416
p8	530
p8ct	312
pa	665
pack	817
page	667
pagemaker	316
paipai	305
palacemoon	801
palm	413
panjinlian	989
pantyhose	395
paris	506
park	826
part	671
party	545
password	838
pasta	4873
paul	335
pay	533
pb	591
pc	4940
pcb	1148
pchome	473
pci	497
pconline	474
pcpop	25771
pd	442
pda	1436
pdf	5019
pdg	698
pe	1125
peeasian	1923
penis	463
people	552
pep	667
perfect	366
pet	1255
pets	516
pg	650
ph	507
philips	511
phone	510
photo	8583
photo163	793
photos	881
photoshop	12256
photoshop7	917
photoshop8	730
photshop	309
php	6478
phpwind	461
pic	4129
pics	1663
picture	4125
pictures	1008
pid	303
pin	965
pin6	797
ping	319
pink	597
pinsetang	432
pissing	523
pk	3154
pkpm	405
pl	448
plan	334
play	2016
playboy	2422
player	9278
player10	668
player8	356
playxiao	3185
playxiao77	3094
plc	2000
plus	1523
pm	499
pmp	432
poco	5847
poco2005	352
poco2006	612
polo	1231
pop	7555
popo	465
porno	476
pornstar	349
pornstars	317
porzo	1314
pos	413
post	2028
potoshop	424
power	1331
powerdvd	375
powered	1462
powerpoint	1001
pp	56552
pp2004	518
pp2005	5728
pp2006	2844
pp365	4597
ppc	696
pplive	5811
pps	1167
ppstream	1742
ppt	2643
pq	466
pr	321
premiere	1324
pretty	566
private	1155
pro	6236
process	323
product	6574
proe	857
program	649
project	621
projectid	842
protel	1152
ps	10303
ps2	2736
psd	455
psp	5600
psw	809
pt	873
pu	377
public	355
puma	475
pussy	4947
pvc	2726
px	435
q7	351
qb	864
qc	1053
qd	1625
qihoo	303
qingse	374
qq	208034
qq163	3128
qq2005	528
qq2006	3808
qq500	914
qq530	574
qq6	1013
qqgame	389
qqhow	608
qqliao	530
qqshow	397
qs	426
quick	409
quicktime	635
qzone	719
q版	1012
r2	359
radio	660
rain	11218
rap	344
rape	622
rar	2348
rav	871
rav4	774
rc	543
re	541
read	707
reader	1629
real	3534
realone	1407
realplay	1494
realplayer	3277
reborn	938
recovery	342
red	1067
reg	338
related	3518
remix	1002
ren	317
renti	518
rf	485
rian	685
right	409
ring	2691
rio	308
rising	1033
rm	4143
rmvb	2780
ro	1204
rock	1510
rohs	556
rom	2086
rongtv	359
room	539
rose	644
rpg	991
rs	649
rtxz	324
run	327
rundll	758
rundll32	666
russian	478
rx	436
s1	867
s12	378
s2338	445
s2368	376
s3	345
s40	345
s6	363
s60	867
s600	393
s900	378
sa	800
sample	736
samsung	862
sap	756
sarah	408
sat	516
say	2355
sb	358
sbs	419
sc	1285
scandal	434
sch	461
school	1363
schoolgirl	504
sd	4614
sdcp	325
sdo	435
sdzs	469
se	7808
se110	873
se7en	898
sea	344
search	1344
security	414
see	1016
seed	2100
selang	832
selina	824
seqing	1488
series	317
server	2065
service	1966
services	384
ses	335
sese	2007
sese1	426
seseb	4838
set	327
settings	517
setup	494
seven	638
sf	3191
sfc	528
sg	728
sgh	1840
sgs	348
sh	2264
shakira	401
shanghai	760
sharp	499
she	5666
shell	486
shemale	500
shinhwa	497
shop	3043
shou	389
show	1773
shtml	1629
si	437
simple	350
sina	27253
sing	354
sis	823
site	128214
siwa	488
sj	491
sk	1008
sky	1711
skycn	557
skype	1373
sl	599
sm	42495
smart	330
smartmovie	364
smile	627
smmlt	705
sms	313
smt	692
smv	1485
smvcd	817
sn	518
sneac	391
snow	357
so	1776
soft	1887
software	675
sogou	8205
sogua	331
soho	483
sohu	83451
solidworks	786
son	502
song	1787
songs	319
sony	5705
sosmm	360
soso	883
soufun	369
sougou	493
souhu	1073
soul	327
sound	627
sp	5898
sp1	616
sp2	3069
sp4	349
spa	998
space	495
spaces	504
spanking	643
spark	839
special	372
speed	335
sports	1165
spss	736
sql	2129
sr	677
src	580
ss	1314
ss501	359
sso	834
st	1552
star	1879
stay	838
step	371
stock	342
stocking	416
stockings	365
stop	959
story	812
studio	1554
study	345
style	497
su	328
suite	328
summer	661
sun	1838
super	3501
support	411
suv	1567
svchost	608
sw	656
swatch	402
sweet	663
sweety	609
swf	1660
swwlt	456
swz	411
sx	1022
sxe	419
sxkszx	773
sy	345
symantec	457
sys	429
system	1637
system32	626
sz	1330
t10	412
t21	555
t30	764
t5	397
t7t	864
t9	522
t998t	424
ta	508
tae	597
taiwan	349
take	1195
talk	329
tammy	437
tank	819
taobao	3098
taste	389
tax	536
tc	794
tcl	3060
tcp	343
td	559
tda	801
te	527
tea	327
teacher	447
tears	332
tech	465
teens	1450
tei	438
tell	677
tencent	474
test	540
tf	352
tg	518
tgp	1306
th	466
than	310
theme	716
think	310
thinkpad	434
thread	336
thunder	303
ti	383
tian	374
tianya	807
tid	587
tim	760
time	2443
ting	882
title	415
tits	928
tj	457
tk	2322
tk4479	672
tl	691
tm	1332
tmpgenc	341
tnt	391
together	357
tokyo	2334
tokyo-hot	886
tom	6901
tom365	314
tonight	491
tony	302
too	428
tool	343
tools	887
top	1674
topxsite	504
torrent	447
touch	552
toupai	658
tp	567
tq	332
tree	442
trojan	2027
true	504
try	344
ts	795
tsgame	482
tshoot	575
tt	3124
tt67	372
ttp	335
tu	1870
tun	555
tupian	331
turbo	483
tuxiao	370
tuxiao77	358
tuxxx	756
tv	5710
tvb	3576
tvsn	308
tw	5153
tw18	2394
twins	3382
twistys	703
two	364
tx	500
txt	4556
ty	471
type	463
tz	306
u88	513
uc	3005
ufo	5871
ug	1271
uk	360
ul	483
ulead	733
ultra	320
umd	800
un	561
under	327
unit	783
university	646
unix	452
up	2117
update	380
upload	759
uploadfile	751
ups	1207
url	11067
us	4921
usa	894
usb	2563
user	1140
usxiao	540
usxiao77	536
ut	1068
uu	3203
uv	444
u盘	1735
v0	425
v1	3769
v10	313
v2	2935
v3	4710
v3i	1257
v4	937
v5	1635
v6	1528
v7	1197
v8	1330
v9	864
vaga	514
vagaa	11211
vagga	769
vb	3375
vb6	338
vba	303
vc	1667
vcd	5489
ve	382
ver	641
version	935
very	919
verycd	746
vf	457
vfp	695
vga	379
vi	708
vid	445
video	4753
videos	1455
view	498
viewthread	393
vip	3085
virtual	307
virus	310
visio	612
vista	1263
visual	1770
vitas	907
vk	366
voa	652
vod	3340
vod588	366
vol	527
volvo	351
vov	689
vox	387
voyeur	433
vp	369
vpn	426
vr	822
vs	4883
vu	505
vv	1067
w-inds	575
waga	718
wagaa	955
wagon	304
waiting	324
wake	324
walking	458
wang	419
wanmm	532
wanna	2134
want	797
wap	1228
war	469
watch	345
water	344
wav	1570
way	1187
we	2206
web	2690
webmaster	303
wecan	468
were	304
west	482
westlife	716
wg	1095
wg999	344
what	1226
when	1308
where	378
white	603
who	306
why	698
wife	321
wild	925
win	4092
win2000	784
win32	945
win98	469
winamp	1203
winavi	448
wind	720
window	540
windows	15423
windowsxp	1075
windvd	653
winkawaks	448
winlogon	311
winrar	2211
winxp	1331
winzip	420
wish	337
without	371
wm	340
wma	1902
wmv	4761
wo	1155
wo99	674
woailiao	453
woman	2087
women	3613
word	8610
word2000	863
word2003	1280
world	2542
wow	1235
wps	1316
ws	336
wto	417
wu	589
wuhan	318
ww	1206
www1	641
www2	471
wx	307
wz	417
wzm	376
wzm358	338
x-man	545
x363x	675
x365	337
x365x	12728
x365xbbs	410
x5	541
x708	368
xb	328
xbbs	460
xbook	1171
xbox	437
xcn	775
xg	385
xi	895
xiao	51887
xiao77	38094
xiao777	9623
xiaoan	309
xiaoan1213	309
xiaosese	701
xiaoshuo	795
xiaoxiao	4615
xiaoxiao77	4244
xiaoyouxi	1247
xici	718
xilisoft	304
xin	438
xing	622
xingai	1008
xingjiao	771
xinlang	756
xj	342
xk	378
xman	815
xml	503
xnxx	2758
xonair	570
xp	13953
xuanxuan	1787
xuejuren	1617
xunlei	852
xvid	314
xw	589
xx	2185
xxsy	392
xxx	11538
xxxai	336
xy	732
xyq	779
y7y	506
ya	558
yahoo	16117
yahu	410
yamaha	1138
